id,transaction_date,stock_date,product_key,customer_key,Store_key,quantity
4759,1/20/1997,1/18/1997,1392,7963,11,4
4760,1/20/1997,1/13/1997,1415,2846,11,4
4761,1/20/1997,1/14/1997,860,2846,11,3
4762,1/20/1997,1/16/1997,1382,2846,11,3
4763,1/20/1997,1/16/1997,960,2846,11,2
4764,1/20/1997,1/19/1997,1082,2846,11,4
4765,1/20/1997,1/13/1997,560,6570,11,3
4766,1/20/1997,1/19/1997,1136,6570,11,4
4767,1/20/1997,1/18/1997,966,6570,11,2
4768,1/20/1997,1/16/1997,650,6570,11,4
4769,1/20/1997,1/19/1997,40,6570,11,3
4770,1/20/1997,1/17/1997,311,6570,11,3
4771,1/20/1997,1/18/1997,327,6570,11,3
4772,1/20/1997,1/17/1997,447,5846,11,2
4773,1/20/1997,1/17/1997,1450,5846,11,3
4774,1/20/1997,1/18/1997,414,5846,11,4
4775,1/20/1997,1/18/1997,1550,5846,11,3
4776,1/20/1997,1/18/1997,114,5846,11,2
4777,1/20/1997,1/15/1997,1150,3311,11,3
4778,1/20/1997,1/14/1997,1313,3311,11,3
4779,1/20/1997,1/14/1997,1556,3311,11,3
4780,1/20/1997,1/13/1997,1064,2673,11,3
4781,1/20/1997,1/17/1997,815,2673,11,4
4782,1/20/1997,1/15/1997,6,2673,11,3
4783,1/20/1997,1/14/1997,461,2673,11,3
4784,1/20/1997,1/19/1997,239,2673,11,3
4785,1/20/1997,1/17/1997,1048,6655,11,2
4786,1/20/1997,1/17/1997,865,6655,11,3
4787,1/20/1997,1/19/1997,1414,6655,11,4
4788,1/20/1997,1/13/1997,231,6655,11,4
4789,1/20/1997,1/16/1997,1466,4401,11,2
4790,1/20/1997,1/15/1997,1150,4401,11,2
4791,1/20/1997,1/15/1997,541,4401,11,2
4792,1/20/1997,1/16/1997,397,4401,11,4
4793,1/20/1997,1/18/1997,414,4401,11,3
4794,1/20/1997,1/13/1997,364,4401,11,3
4795,1/20/1997,1/17/1997,934,4373,11,3
4796,1/20/1997,1/14/1997,518,352,11,4
4797,1/20/1997,1/13/1997,880,352,11,2
4798,1/20/1997,1/17/1997,524,352,11,3
4799,1/20/1997,1/17/1997,447,352,11,3
4800,1/20/1997,1/13/1997,264,352,11,2
4801,1/20/1997,1/16/1997,813,352,11,4
4802,1/20/1997,1/17/1997,724,352,11,2
4803,1/20/1997,1/16/1997,378,1007,11,4
4804,1/20/1997,1/14/1997,860,1007,11,4
4805,1/20/1997,1/18/1997,971,1007,11,4
4806,1/20/1997,1/14/1997,1054,1007,11,3
4807,1/20/1997,1/19/1997,598,2270,11,3
4808,1/20/1997,1/14/1997,1027,2270,11,4
4809,1/20/1997,1/16/1997,438,3412,11,3
4810,1/20/1997,1/18/1997,1093,3412,11,3
4811,1/20/1997,1/14/1997,272,3412,11,3
4812,1/20/1997,1/17/1997,448,3412,11,3
4813,1/20/1997,1/18/1997,332,3412,11,3
4814,1/20/1997,1/14/1997,681,3412,11,3
4815,1/20/1997,1/19/1997,3,7179,11,3
4816,1/20/1997,1/18/1997,86,7179,11,2
4817,1/20/1997,1/14/1997,1394,7179,11,4
4818,1/20/1997,1/15/1997,585,7179,11,2
4819,1/20/1997,1/18/1997,1041,7179,11,4
4820,1/20/1997,1/17/1997,818,7179,11,3
4821,1/20/1997,1/17/1997,342,7179,11,3
4822,1/20/1997,1/19/1997,858,3395,11,4
4823,1/20/1997,1/17/1997,1367,3395,11,4
4824,1/20/1997,1/14/1997,252,3395,11,4
4825,1/20/1997,1/18/1997,529,10,11,4
4826,1/20/1997,1/17/1997,479,10,11,4
4827,1/20/1997,1/15/1997,629,10,11,4
4828,1/20/1997,1/13/1997,389,3436,11,3
4829,1/20/1997,1/19/1997,460,3436,11,3
4830,1/20/1997,1/17/1997,1075,3436,11,3
4831,1/20/1997,1/16/1997,372,3436,11,3
4832,1/20/1997,1/14/1997,510,3436,11,3
4833,1/20/1997,1/13/1997,1038,5867,11,4
4834,1/20/1997,1/14/1997,1215,5867,11,2
4835,1/20/1997,1/16/1997,1098,5867,11,3
4836,1/20/1997,1/15/1997,1448,5867,11,4
4837,1/20/1997,1/19/1997,805,6057,11,2
4838,1/20/1997,1/19/1997,356,6057,11,2
4839,1/20/1997,1/14/1997,559,6057,11,4
4840,1/20/1997,1/17/1997,776,6057,11,4
4841,1/20/1997,1/16/1997,137,4219,11,4
4842,1/20/1997,1/14/1997,127,4219,11,3
4843,1/20/1997,1/14/1997,1302,4219,11,2
4844,1/20/1997,1/18/1997,1306,4219,11,3
4845,1/20/1997,1/19/1997,930,2673,11,3
4846,1/20/1997,1/19/1997,1279,2673,11,3
4847,1/20/1997,1/13/1997,231,2673,11,3
4848,1/20/1997,1/16/1997,260,2673,11,2
4849,1/20/1997,1/19/1997,903,2673,11,3
4850,1/20/1997,1/16/1997,393,4268,11,2
4851,1/20/1997,1/14/1997,503,4268,11,3
4852,1/20/1997,1/14/1997,587,4268,11,2
4853,1/20/1997,1/18/1997,337,4268,11,3
4854,1/20/1997,1/13/1997,1086,4268,11,2
4855,1/20/1997,1/16/1997,397,4268,11,2
4856,1/20/1997,1/16/1997,1319,4268,11,3
4857,1/20/1997,1/16/1997,1520,5834,11,3
4858,1/20/1997,1/19/1997,557,8862,11,2
4859,1/20/1997,1/14/1997,401,8862,11,3
4860,1/20/1997,1/17/1997,1077,2270,11,2
4861,1/20/1997,1/16/1997,1227,2270,11,4
4862,1/20/1997,1/13/1997,777,2270,11,3
4863,1/20/1997,1/13/1997,567,2270,11,3
4864,1/20/1997,1/16/1997,784,2270,11,3
4865,1/20/1997,1/15/1997,1233,880,11,3
4866,1/20/1997,1/16/1997,345,880,11,3
4867,1/20/1997,1/15/1997,307,880,11,4
4868,1/20/1997,1/19/1997,255,6206,11,4
4869,1/20/1997,1/15/1997,138,6206,11,4
4870,1/20/1997,1/15/1997,488,6206,11,3
4871,1/20/1997,1/17/1997,1430,9459,11,3
4872,1/20/1997,1/18/1997,142,9459,11,5
4873,1/20/1997,1/16/1997,159,9459,11,2
4874,1/20/1997,1/19/1997,1095,7496,13,3
4875,1/20/1997,1/19/1997,1398,2086,13,3
4876,1/20/1997,1/15/1997,469,2086,13,2
4877,1/20/1997,1/15/1997,872,2086,13,3
4878,1/20/1997,1/19/1997,489,2086,13,3
4879,1/20/1997,1/14/1997,80,2086,13,4
4880,1/20/1997,1/15/1997,187,1524,13,4
4881,1/20/1997,1/17/1997,1375,1524,13,2
4882,1/20/1997,1/15/1997,100,1524,13,5
4883,1/20/1997,1/17/1997,809,1524,13,4
4884,1/20/1997,1/16/1997,653,1524,13,4
4885,1/20/1997,1/15/1997,370,6021,13,4
4886,1/20/1997,1/19/1997,826,6021,13,4
4887,1/20/1997,1/13/1997,603,6021,13,3
4888,1/20/1997,1/14/1997,127,6021,13,3
4889,1/20/1997,1/13/1997,1142,6021,13,3
4890,1/20/1997,1/16/1997,1213,6021,13,3
4891,1/20/1997,1/16/1997,410,6744,13,3
4892,1/20/1997,1/17/1997,293,6744,13,3
4893,1/20/1997,1/13/1997,41,8659,13,3
4894,1/20/1997,1/18/1997,230,8659,13,4
4895,1/20/1997,1/14/1997,806,8659,13,2
4896,1/20/1997,1/16/1997,1522,3490,13,3
4897,1/20/1997,1/14/1997,47,3490,13,3
4898,1/20/1997,1/16/1997,297,4804,13,3
4899,1/20/1997,1/13/1997,607,4804,13,3
4900,1/20/1997,1/14/1997,91,4804,13,3
4901,1/20/1997,1/18/1997,81,4804,13,3
4902,1/20/1997,1/18/1997,1256,4804,13,5
4903,1/20/1997,1/16/1997,1260,4804,13,4
4904,1/20/1997,1/18/1997,517,4804,13,4
4905,1/20/1997,1/15/1997,1299,7274,13,4
4906,1/20/1997,1/17/1997,863,7274,13,4
4907,1/20/1997,1/18/1997,547,7274,13,3
4908,1/20/1997,1/15/1997,1495,7274,13,3
4909,1/20/1997,1/13/1997,1545,9501,13,3
4910,1/20/1997,1/18/1997,1462,3243,13,3
4911,1/20/1997,1/18/1997,1452,3243,13,4
4912,1/20/1997,1/14/1997,1069,3243,13,2
4913,1/20/1997,1/19/1997,218,2695,13,4
4914,1/20/1997,1/13/1997,900,2695,13,4
4915,1/20/1997,1/18/1997,1389,6997,13,4
4916,1/20/1997,1/15/1997,1233,6997,13,2
4917,1/20/1997,1/19/1997,557,6997,13,3
4918,1/20/1997,1/14/1997,1027,6997,13,5
4919,1/20/1997,1/16/1997,30,6997,13,2
4920,1/20/1997,1/15/1997,706,5060,13,3
4921,1/20/1997,1/14/1997,164,5060,13,3
4922,1/20/1997,1/14/1997,234,5060,13,3
4923,1/20/1997,1/13/1997,850,5060,13,3
4924,1/20/1997,1/16/1997,147,5060,13,3
4925,1/20/1997,1/15/1997,284,5060,13,3
4926,1/20/1997,1/14/1997,271,1196,13,4
4927,1/20/1997,1/15/1997,714,1196,13,3
4928,1/20/1997,1/16/1997,1357,1196,13,4
4929,1/20/1997,1/16/1997,987,1196,13,2
4930,1/20/1997,1/14/1997,1270,1196,13,2
4931,1/20/1997,1/19/1997,421,1196,13,4
4932,1/20/1997,1/13/1997,1297,4261,13,4
4933,1/20/1997,1/14/1997,754,4261,13,4
4934,1/20/1997,1/18/1997,1097,9297,13,3
4935,1/20/1997,1/18/1997,1353,9297,13,3
4936,1/20/1997,1/17/1997,1390,3153,13,3
4937,1/20/1997,1/14/1997,887,3153,13,4
4938,1/20/1997,1/16/1997,11,3153,13,3
4939,1/20/1997,1/14/1997,1080,3153,13,4
4940,1/20/1997,1/17/1997,1294,1524,13,4
4941,1/20/1997,1/15/1997,1150,1524,13,4
4942,1/20/1997,1/15/1997,1134,994,13,3
4943,1/20/1997,1/18/1997,1217,994,13,3
4944,1/20/1997,1/13/1997,967,994,13,4
4945,1/20/1997,1/16/1997,158,994,13,2
4946,1/20/1997,1/15/1997,1028,994,13,3
4947,1/20/1997,1/18/1997,391,994,13,4
4948,1/20/1997,1/19/1997,329,994,13,2
4949,1/20/1997,1/16/1997,844,9972,13,3
4950,1/20/1997,1/14/1997,1354,9972,13,2
4951,1/20/1997,1/16/1997,1383,9972,13,4
4952,1/20/1997,1/15/1997,102,7457,13,3
4953,1/20/1997,1/13/1997,791,2695,13,3
4954,1/20/1997,1/18/1997,354,2695,13,5
4955,1/20/1997,1/17/1997,837,2695,13,3
4956,1/20/1997,1/18/1997,947,2695,13,3
4957,1/20/1997,1/18/1997,1030,2695,13,3
4958,1/20/1997,1/18/1997,781,2695,13,3
4959,1/20/1997,1/13/1997,1529,2695,13,4
4960,1/20/1997,1/16/1997,248,3463,13,2
4961,1/20/1997,1/13/1997,425,3463,13,2
4962,1/20/1997,1/17/1997,308,3463,13,2
4963,1/20/1997,1/17/1997,658,3463,13,4
4964,1/20/1997,1/14/1997,754,3463,13,3
4965,1/20/1997,1/17/1997,870,7905,13,4
4966,1/20/1997,1/13/1997,847,7905,13,3
4967,1/20/1997,1/16/1997,1330,7905,13,3
4968,1/20/1997,1/13/1997,1250,10026,13,3
4969,1/20/1997,1/14/1997,95,10026,13,3
4970,1/20/1997,1/15/1997,1271,10026,13,3
4971,1/20/1997,1/15/1997,322,5855,13,2
4972,1/20/1997,1/16/1997,1004,5855,13,3
4973,1/20/1997,1/15/1997,102,5855,13,4
4974,1/20/1997,1/19/1997,738,3589,13,4
4975,1/20/1997,1/15/1997,901,3589,13,3
4976,1/20/1997,1/18/1997,1071,7882,13,2
4977,1/20/1997,1/16/1997,1460,7882,13,4
4978,1/20/1997,1/15/1997,339,6997,13,3
4979,1/20/1997,1/17/1997,955,6997,13,3
4980,1/20/1997,1/18/1997,1341,3388,13,3
4981,1/20/1997,1/15/1997,625,3388,13,3
4982,1/20/1997,1/19/1997,1214,3388,13,4
4983,1/20/1997,1/14/1997,592,3388,13,3
4984,1/20/1997,1/13/1997,1314,3388,13,4
4985,1/20/1997,1/18/1997,725,1147,13,2
4986,1/20/1997,1/16/1997,914,1147,13,2
4987,1/20/1997,1/18/1997,1491,1147,13,3
4988,1/20/1997,1/19/1997,176,1147,13,3
4989,1/20/1997,1/15/1997,1418,1147,13,4
4990,1/20/1997,1/14/1997,808,1147,13,3
4991,1/20/1997,1/18/1997,765,2198,13,3
4992,1/20/1997,1/13/1997,382,2198,13,3
4993,1/20/1997,1/17/1997,386,2198,13,3
4994,1/20/1997,1/16/1997,1201,2198,13,3
4995,1/20/1997,1/13/1997,456,7355,13,3
4996,1/20/1997,1/16/1997,546,3001,13,2
4997,1/20/1997,1/14/1997,1428,3001,13,4
4998,1/20/1997,1/17/1997,340,3001,13,3
4999,1/20/1997,1/17/1997,1315,3001,13,3
5000,1/20/1997,1/17/1997,1505,3001,13,3
5001,1/20/1997,1/15/1997,1448,6069,13,3
5002,1/20/1997,1/17/1997,1365,545,13,3
5003,1/20/1997,1/17/1997,1355,545,13,3
5004,1/20/1997,1/17/1997,179,7373,13,3
5005,1/20/1997,1/16/1997,1382,7373,13,3
5006,1/20/1997,1/19/1997,1305,7373,13,2
5007,1/20/1997,1/16/1997,1122,7373,13,3
5008,1/20/1997,1/13/1997,113,7373,13,3
5009,1/20/1997,1/19/1997,1068,5206,13,2
5010,1/20/1997,1/16/1997,1085,5206,13,3
5011,1/20/1997,1/14/1997,1035,5206,13,3
5012,1/20/1997,1/13/1997,1185,5206,13,4
5013,1/20/1997,1/14/1997,968,9014,13,3
5014,1/20/1997,1/16/1997,1384,9014,13,3
5015,1/20/1997,1/15/1997,136,9014,13,2
5016,1/20/1997,1/18/1997,765,9014,13,4
5017,1/20/1997,1/15/1997,1174,4666,13,3
5018,1/20/1997,1/14/1997,353,4666,13,2
5019,1/20/1997,1/15/1997,116,4666,13,2
5020,1/20/1997,1/17/1997,658,8252,13,3
5021,1/20/1997,1/17/1997,342,8252,13,4
5022,1/20/1997,1/14/1997,1291,8252,13,4
5023,1/20/1997,1/18/1997,666,4995,13,3
5024,1/20/1997,1/16/1997,1122,4995,13,3
5025,1/20/1997,1/14/1997,899,4995,13,3
5026,1/20/1997,1/15/1997,423,4995,13,3
5027,1/20/1997,1/16/1997,1438,4995,13,3
5028,1/20/1997,1/18/1997,1508,4995,13,2
5029,1/20/1997,1/17/1997,566,4995,13,2
5030,1/20/1997,1/17/1997,562,6352,13,3
5031,1/20/1997,1/16/1997,606,6352,13,2
5032,1/20/1997,1/17/1997,323,1053,13,2
5033,1/20/1997,1/17/1997,179,1053,13,3
5034,1/20/1997,1/16/1997,196,1053,13,3
5035,1/20/1997,1/18/1997,146,1053,13,3
5036,1/20/1997,1/13/1997,296,1053,13,2
5037,1/20/1997,1/13/1997,376,9420,13,4
5038,1/20/1997,1/13/1997,1552,9420,13,3
5039,1/20/1997,1/14/1997,403,2638,13,4
5040,1/20/1997,1/14/1997,326,2638,13,4
5041,1/20/1997,1/16/1997,143,2638,13,4
5042,1/20/1997,1/17/1997,693,2638,13,3
5043,1/20/1997,1/19/1997,37,7292,13,4
5044,1/20/1997,1/13/1997,281,7292,13,3
5045,1/20/1997,1/16/1997,1522,7292,13,2
5046,1/20/1997,1/18/1997,913,7292,13,3
5047,1/20/1997,1/19/1997,769,7292,13,3
5048,1/20/1997,1/13/1997,1086,504,13,3
5049,1/20/1997,1/17/1997,1396,504,13,3
5050,1/20/1997,1/19/1997,977,504,13,3
5051,1/20/1997,1/18/1997,966,504,13,4
5052,1/20/1997,1/13/1997,151,93,13,2
5053,1/20/1997,1/18/1997,328,93,13,4
5054,1/20/1997,1/14/1997,211,93,13,2
5055,1/20/1997,1/14/1997,561,93,13,4
5056,1/20/1997,1/19/1997,656,93,13,5
5057,1/20/1997,1/13/1997,773,3213,13,4
5058,1/20/1997,1/14/1997,750,3213,13,3
5059,1/20/1997,1/18/1997,267,8304,13,4
5060,1/20/1997,1/16/1997,1122,8304,13,4
5061,1/20/1997,1/16/1997,1260,8304,13,5
5062,1/20/1997,1/13/1997,118,8304,13,3
5063,1/20/1997,1/16/1997,428,8304,13,3
5064,1/20/1997,1/14/1997,1056,8304,13,5
5065,1/20/1997,1/13/1997,1185,9584,13,3
5066,1/20/1997,1/16/1997,1468,9584,13,5
5067,1/20/1997,1/16/1997,620,9584,13,3
5068,1/20/1997,1/14/1997,463,9584,13,2
5069,1/20/1997,1/16/1997,1345,9584,13,5
5070,1/20/1997,1/18/1997,1402,9584,13,4
5071,1/20/1997,1/15/1997,819,9584,13,3
5072,1/20/1997,1/19/1997,869,7522,13,3
5073,1/20/1997,1/17/1997,1273,7522,13,3
5074,1/20/1997,1/13/1997,476,7522,13,3
5075,1/20/1997,1/15/1997,480,7522,13,3
5076,1/20/1997,1/17/1997,1296,7522,13,3
5077,1/20/1997,1/18/1997,1551,7522,13,2
5078,1/20/1997,1/16/1997,434,4168,13,3
5079,1/20/1997,1/15/1997,1409,4168,13,4
5080,1/20/1997,1/17/1997,1220,6686,13,4
5081,1/20/1997,1/16/1997,1436,6686,13,3
5082,1/20/1997,1/16/1997,373,6686,13,3
5083,1/20/1997,1/17/1997,1176,6686,13,2
5084,1/20/1997,1/13/1997,1153,6686,13,4
5085,1/20/1997,1/13/1997,244,9125,13,4
5086,1/20/1997,1/15/1997,833,9125,13,3
5087,1/20/1997,1/14/1997,211,9125,13,3
5088,1/20/1997,1/13/1997,933,9125,13,2
5089,1/20/1997,1/14/1997,1470,9125,13,3
5090,1/20/1997,1/17/1997,534,10176,13,3
5091,1/20/1997,1/16/1997,1110,10176,13,2
5092,1/20/1997,1/19/1997,964,4875,13,3
5093,1/20/1997,1/18/1997,947,4413,13,2
5094,1/20/1997,1/19/1997,258,4413,13,2
5095,1/20/1997,1/13/1997,481,2280,13,4
5096,1/20/1997,1/17/1997,98,2280,13,3
5097,1/20/1997,1/14/1997,1246,2280,13,2
5098,1/20/1997,1/17/1997,1390,6204,13,2
5099,1/20/1997,1/14/1997,487,6204,13,3
5100,1/20/1997,1/17/1997,1223,6204,13,4
5101,1/20/1997,1/18/1997,1400,6204,13,3
5102,1/20/1997,1/14/1997,891,9812,13,3
5103,1/20/1997,1/18/1997,841,9812,13,4
5104,1/20/1997,1/15/1997,991,9812,13,3
5105,1/20/1997,1/15/1997,541,9812,13,3
5106,1/20/1997,1/13/1997,1287,3977,13,3
5107,1/20/1997,1/19/1997,39,3977,13,3
5108,1/20/1997,1/14/1997,668,3977,13,3
5109,1/20/1997,1/18/1997,1071,3977,13,2
5110,1/20/1997,1/15/1997,1134,2398,13,2
5111,1/20/1997,1/14/1997,897,2398,13,3
5112,1/20/1997,1/16/1997,780,2398,13,3
5113,1/20/1997,1/13/1997,1124,9929,13,3
5114,1/20/1997,1/13/1997,514,9929,13,2
5115,1/20/1997,1/16/1997,784,9929,13,4
5116,1/20/1997,1/13/1997,801,9929,13,3
5117,1/20/1997,1/13/1997,751,9929,13,4
5118,1/20/1997,1/15/1997,901,9929,13,3
5119,1/20/1997,1/16/1997,38,9929,13,4
5120,1/20/1997,1/19/1997,1513,5734,13,4
5121,1/20/1997,1/19/1997,491,5734,13,4
5122,1/20/1997,1/14/1997,1267,5734,13,2
5123,1/20/1997,1/18/1997,497,5734,13,4
5124,1/20/1997,1/14/1997,45,1548,13,4
5125,1/20/1997,1/14/1997,1021,1548,13,4
5126,1/20/1997,1/19/1997,1210,1548,13,3
5127,1/20/1997,1/15/1997,228,1548,13,3
5128,1/20/1997,1/15/1997,472,1548,13,3
5129,1/20/1997,1/19/1997,156,1548,13,4
5130,1/20/1997,1/13/1997,1104,1548,13,4
5131,1/20/1997,1/13/1997,195,2251,13,4
5132,1/20/1997,1/13/1997,572,2251,13,3
5133,1/20/1997,1/19/1997,1414,2251,13,2
5134,1/20/1997,1/15/1997,445,2251,13,3
5135,1/20/1997,1/17/1997,1381,2251,13,3
5136,1/20/1997,1/16/1997,545,2251,13,2
5137,1/20/1997,1/15/1997,1081,2251,13,2
5138,1/20/1997,1/16/1997,109,439,13,4
5139,1/20/1997,1/17/1997,1218,439,13,5
5140,1/20/1997,1/16/1997,1008,439,13,3
5141,1/20/1997,1/14/1997,1224,439,13,3
5142,1/20/1997,1/17/1997,575,439,13,4
5143,1/20/1997,1/19/1997,1378,439,13,3
5144,1/20/1997,1/13/1997,941,439,13,5
5145,1/20/1997,1/15/1997,1418,3325,13,3
5146,1/20/1997,1/15/1997,895,7359,13,4
5147,1/20/1997,1/19/1997,1245,7359,13,3
5148,1/20/1997,1/18/1997,1341,7359,13,4
5149,1/20/1997,1/16/1997,226,7359,13,2
5150,1/20/1997,1/13/1997,868,7359,13,3
5151,1/20/1997,1/13/1997,456,10070,13,2
5152,1/20/1997,1/17/1997,566,10070,13,3
5153,1/20/1997,1/16/1997,649,10070,13,2
5154,1/20/1997,1/13/1997,400,10070,13,4
5155,1/20/1997,1/16/1997,1149,10070,13,2
5156,1/20/1997,1/16/1997,46,10070,13,2
5157,1/20/1997,1/16/1997,1382,10070,13,3
5158,1/20/1997,1/16/1997,1072,5869,13,2
5159,1/20/1997,1/16/1997,1421,5869,13,3
5160,1/20/1997,1/16/1997,373,5869,13,4
5161,1/20/1997,1/19/1997,816,5869,13,4
5162,1/20/1997,1/16/1997,1458,5869,13,2
5163,1/20/1997,1/15/1997,1088,5869,13,4
5164,1/20/1997,1/16/1997,1417,8841,13,2
5165,1/20/1997,1/17/1997,618,6131,14,1
5166,1/20/1997,1/15/1997,1327,6131,14,1
5167,1/20/1997,1/15/1997,52,3962,14,2
5168,1/20/1997,1/19/1997,1467,3962,14,1
5169,1/20/1997,1/14/1997,1483,3962,14,2
5170,1/20/1997,1/19/1997,1434,3962,14,2
5171,1/20/1997,1/18/1997,328,10197,14,2
5172,1/20/1997,1/15/1997,199,10197,14,1
5173,1/20/1997,1/19/1997,1414,10197,14,2
5174,1/20/1997,1/15/1997,472,10197,14,2
5175,1/20/1997,1/18/1997,1148,283,14,2
5176,1/20/1997,1/13/1997,161,2553,16,3
5177,1/20/1997,1/15/1997,138,2553,16,3
5178,1/20/1997,1/15/1997,621,2553,16,2
5179,1/20/1997,1/17/1997,317,2553,16,2
5180,1/20/1997,1/13/1997,400,2553,16,4
5181,1/20/1997,1/14/1997,1476,9263,16,2
5182,1/20/1997,1/18/1997,454,9263,16,4
5183,1/20/1997,1/19/1997,816,9263,16,4
5184,1/20/1997,1/19/1997,460,9263,16,3
5185,1/20/1997,1/19/1997,790,6153,16,4
5186,1/20/1997,1/13/1997,207,6153,16,2
5187,1/20/1997,1/17/1997,1162,1720,16,3
5188,1/20/1997,1/19/1997,1378,1720,16,3
5189,1/20/1997,1/15/1997,729,1720,16,3
5190,1/20/1997,1/17/1997,1532,1720,16,3
5191,1/20/1997,1/19/1997,1095,1720,16,4
5192,1/20/1997,1/18/1997,20,1720,16,4
5193,1/20/1997,1/15/1997,629,8452,16,4
5194,1/20/1997,1/15/1997,274,8452,16,5
5195,1/20/1997,1/19/1997,197,8452,16,5
5196,1/20/1997,1/17/1997,14,8452,16,4
5197,1/20/1997,1/17/1997,563,8452,16,4
5198,1/20/1997,1/18/1997,473,8452,16,3
5199,1/20/1997,1/17/1997,194,5374,16,2
5200,1/20/1997,1/16/1997,410,5374,16,4
5201,1/20/1997,1/16/1997,1319,5374,16,3
5202,1/20/1997,1/13/1997,637,7702,16,3
5203,1/20/1997,1/16/1997,1053,7702,16,5
5204,1/20/1997,1/19/1997,1363,7702,16,2
5205,1/20/1997,1/13/1997,787,7862,16,4
5206,1/20/1997,1/19/1997,604,7862,16,4
5207,1/20/1997,1/13/1997,1153,7862,16,4
5208,1/20/1997,1/19/1997,1500,4868,16,2
5209,1/20/1997,1/14/1997,1556,4868,16,4
5210,1/20/1997,1/17/1997,973,4868,16,3
5211,1/20/1997,1/19/1997,718,2371,16,3
5212,1/20/1997,1/16/1997,1200,2371,16,4
5213,1/20/1997,1/16/1997,1310,2371,16,3
5214,1/20/1997,1/14/1997,1394,2371,16,3
5215,1/20/1997,1/17/1997,524,9728,16,3
5216,1/20/1997,1/17/1997,1367,9728,16,4
5217,1/20/1997,1/13/1997,364,1491,16,2
5218,1/20/1997,1/15/1997,1433,1491,16,4
5219,1/20/1997,1/18/1997,198,1491,16,3
5220,1/20/1997,1/19/1997,374,1491,16,3
5221,1/20/1997,1/19/1997,258,1491,16,3
5222,1/20/1997,1/13/1997,607,1491,16,2
5223,1/20/1997,1/19/1997,1487,8511,16,3
5224,1/20/1997,1/16/1997,12,8511,16,3
5225,1/20/1997,1/13/1997,261,976,16,3
5226,1/20/1997,1/16/1997,571,976,16,3
5227,1/20/1997,1/14/1997,55,976,16,3
5228,1/20/1997,1/14/1997,45,976,16,3
5229,1/20/1997,1/17/1997,1220,976,16,4
5230,1/20/1997,1/14/1997,1224,976,16,3
5231,1/20/1997,1/13/1997,1287,7072,16,2
5232,1/20/1997,1/15/1997,611,7072,16,3
5233,1/20/1997,1/15/1997,1433,2587,16,4
5234,1/20/1997,1/17/1997,984,2587,16,3
5235,1/20/1997,1/16/1997,774,2587,16,4
5236,1/20/1997,1/17/1997,990,2587,16,3
5237,1/20/1997,1/19/1997,341,2587,16,4
5238,1/20/1997,1/18/1997,1144,2587,16,3
5239,1/20/1997,1/13/1997,900,5174,16,2
5240,1/20/1997,1/18/1997,1023,5174,16,2
5241,1/20/1997,1/17/1997,241,5174,16,3
5242,1/20/1997,1/15/1997,1443,5174,16,4
5243,1/20/1997,1/19/1997,1366,5174,16,3
5244,1/20/1997,1/16/1997,1183,5174,16,3
5245,1/20/1997,1/14/1997,368,1720,16,5
5246,1/20/1997,1/17/1997,1477,1720,16,3
5247,1/20/1997,1/19/1997,1370,1415,16,2
5248,1/20/1997,1/17/1997,1147,1415,16,2
5249,1/20/1997,1/15/1997,671,1415,16,3
5250,1/20/1997,1/15/1997,128,1415,16,3
5251,1/20/1997,1/15/1997,199,1415,16,3
5252,1/20/1997,1/17/1997,675,1528,16,4
5253,1/20/1997,1/16/1997,1357,1528,16,4
5254,1/20/1997,1/18/1997,455,1528,16,3
5255,1/20/1997,1/14/1997,1191,1528,16,4
5256,1/20/1997,1/18/1997,841,7502,16,2
5257,1/20/1997,1/19/1997,858,7502,16,2
5258,1/20/1997,1/14/1997,808,7502,16,3
5259,1/20/1997,1/14/1997,1261,2448,16,3
5260,1/20/1997,1/19/1997,718,2448,16,3
5261,1/20/1997,1/14/1997,1061,1690,16,3
5262,1/20/1997,1/13/1997,1317,1690,16,3
5263,1/20/1997,1/17/1997,1355,6153,16,5
5264,1/20/1997,1/14/1997,851,6153,16,5
5265,1/20/1997,1/15/1997,1534,6153,16,3
5266,1/20/1997,1/15/1997,1045,6153,16,4
5267,1/20/1997,1/19/1997,1161,3021,16,4
5268,1/20/1997,1/17/1997,1018,3021,16,3
5269,1/21/1997,1/20/1997,1481,3593,3,4
5270,1/21/1997,1/19/1997,690,3593,3,4
5271,1/21/1997,1/17/1997,653,3593,3,3
5272,1/21/1997,1/16/1997,1495,3593,3,2
5273,1/21/1997,1/14/1997,773,4998,3,3
5274,1/21/1997,1/20/1997,37,6841,3,2
5275,1/21/1997,1/16/1997,640,6841,3,2
5276,1/21/1997,1/14/1997,803,6841,3,3
5277,1/21/1997,1/16/1997,471,8202,3,4
5278,1/21/1997,1/15/1997,554,8202,3,2
5279,1/21/1997,1/14/1997,804,2756,3,3
5280,1/21/1997,1/16/1997,700,2756,3,4
5281,1/21/1997,1/15/1997,1216,3941,3,2
5282,1/21/1997,1/18/1997,194,3941,3,3
5283,1/21/1997,1/18/1997,970,3941,3,4
5284,1/21/1997,1/17/1997,993,9102,3,3
5285,1/21/1997,1/18/1997,1276,9102,3,3
5286,1/21/1997,1/19/1997,427,9102,3,2
5287,1/21/1997,1/15/1997,271,9102,3,3
5288,1/21/1997,1/14/1997,1153,9102,3,3
5289,1/21/1997,1/15/1997,444,4711,3,3
